DataCode,DataDesc,Chat,Jess,Jess0,Label
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
3500,opened zoom,,CM-G,CM,7.0
4603,The user needs E and R and submitted the [correct/incorrect] E value of [e value] [e unit] and the [correct/incorrect] R value of [r value] [r unit],correct,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
5000,sent [chat] of [type],yo was up,,Null,0.0
5000,sent [chat] of [type],Dude wtf is this shit,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
3500,opened zoom,,CM-G,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],"haha,yep looks retarded",,Null,0.0
5000,sent [chat] of [type],So where's #3,,Null,0.0
4400,performed [calculation] with [result],6-Jun,CE-E,CE,5.0
5000,sent [chat] of [type],I think we need a third member to move forward,,Null,0.0
5000,sent [chat] of [type],i am confusing,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
5000,sent [chat] of [type],Yea,,Null,0.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],"uh, i dont know",,Null,0.0
5000,sent [chat] of [type],i am a dog right,,Null,0.0
5000,sent [chat] of [type],"Dude the circuit has 3 resistors, but I only see 1 on the board",,Null,0.0
5000,sent [chat] of [type],i think cat is more smart  than a dog lmao,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],i just clicked it,,Null,0.0
5000,sent [chat] of [type],Sick,,Null,0.0
5000,sent [chat] of [type],hey,,Null,0.0
5000,sent [chat] of [type],How tf do we do this shit,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],hey,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
5000,sent [chat] of [type],OH SHIT I GOT IT,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],It only shows the resistor in our circuit,,Null,0.0
5000,sent [chat] of [type],So we can't see each other's,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
5000,sent [chat] of [type],we can view others but we couldnt work on it,,Null,0.0
5000,sent [chat] of [type],Tweak yours till you see 4.25V on the multimeter,,Null,0.0
5000,sent [chat] of [type],???,,Null,0.0
5000,sent [chat] of [type],what is goin on,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],Click the resistor to the left of this chat,,Null,0.0
4400,performed [calculation] with [result],9+9,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
3500,opened zoom,,CM-G,CM,7.0
4400,performed [calculation] with [result],6-Sep,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],What should i make the resistor value boi,,Null,0.0
5000,sent [chat] of [type],Idk lol guess and check,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,,Null,0.0
5000,sent [chat] of [type],Or can ohms law an equivalent resistance,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
4400,performed [calculation] with [result],5+6,CE-E,CE,5.0
5000,sent [chat] of [type],= =,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],Yert,,Null,0.0
5000,sent [chat] of [type],i will choose circuit 3,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
4400,performed [calculation] with [result],9+9,CE-E,CE,5.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],f,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],Dude wtf,,Null,0.0
5000,sent [chat] of [type],i just need redo page 4,,Null,0.0
6000,clicked submit,,CM-S,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],Yeerttt,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],So 3.75V...,SSI-O,SSI,11.0
3500,opened zoom,,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
6000,clicked submit,,CM-S,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],wot,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
5000,sent [chat] of [type],,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],Opened in Chrome,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CEU,CEU,6.0
5000,sent [chat] of [type],I'm leaving at 1k,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Mine at 1k*,SESU-A,SESU,1.0
5000,sent [chat] of [type],ok,SESU-A,SESU,1.0
5000,sent [chat] of [type],This is a joke lmfao,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
6000,clicked submit,,CM-S,CM,7.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
5000,sent [chat] of [type],Should I change mine back away from 1k,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],I'm at 560ohm,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],me too,SESU-A,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],560,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],ohm,SESU-A,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Dropping mine from 560,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],at 470 and its showing 4.1v,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],im at 3.57v,SSI-O,SSI,11.0
5000,sent [chat] of [type],Mine's showing 3.75v,SSI-O,SSI,11.0
5000,sent [chat] of [type],Same,SESU-A,SESU,1.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],mine is 5.38,SSI-O,SSI,11.0
5000,sent [chat] of [type],are we suppose to make a total of 3.75 v between the threee of us?,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],Still says one person's not at 3.75v,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],Yea,SN-A,SN,10.0
5000,sent [chat] of [type],Dog = Circuit 1,SSI-O,SSI,11.0
5000,sent [chat] of [type],Cat = Circuit 2,SSI-O,SSI,11.0
5000,sent [chat] of [type],Hamster = Circuit 3,SSI-O,SSI,11.0
5000,sent [chat] of [type],So we collectively gotta adjust our resistor to make the thing say 3.75v,CP-G,CP,8.0
5000,sent [chat] of [type],which one should i use?,SESU-P,SESU,1.0
5000,sent [chat] of [type],"Which it did for a minute, but it still didn't take it for some reason",SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],i am confusing,SSI-U,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],hold on whats it read for yall,SESU-P,SESU,1.0
5000,sent [chat] of [type],i got 3.72,SSI-O,SSI,11.0
5000,sent [chat] of [type],Yo this is Pat by the way fwiw,SMC-R,SMC,3.0
5000,sent [chat] of [type],3.72,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],3.93,SSI-O,SSI,11.0
5000,sent [chat] of [type],3.93 now,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],some one bump theirs up one,CP-S,CP,8.0
5000,sent [chat] of [type],I'll bump mine down one,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],i bump it up to 330 now,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],at 270,SSI-O,SSI,11.0
5000,sent [chat] of [type],Shows 3.72,SSI-O,SSI,11.0
5000,sent [chat] of [type],Bumping mine up one,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],330ohm shows 4.3,SSI-O,SSI,11.0
5000,sent [chat] of [type],So someone bump theirs down one resistor,CP-S,CP,8.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],i bump one down now,CEC-R,CEC,4.0
5000,sent [chat] of [type],Other way,CP-S,CP,8.0
5000,sent [chat] of [type],270,SSI-O,SSI,11.0
5000,sent [chat] of [type],Go lower resistance,SESU-A,SESU,1.0
5000,sent [chat] of [type],3.72,SSI-O,SSI,11.0
5000,sent [chat] of [type],im at 270,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Alright mine's showing 4.76,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],3.17-220 now,SSI-O,SSI,11.0
5000,sent [chat] of [type],mines showing 3.89,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],3.55,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],4.13,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],i think i got,SSI-U,SSI,11.0
5000,sent [chat] of [type],it,SSI-U,SSI,11.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],everybody change it to 220,CP-S,CP,8.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],i am so smart,SSI-U,SSI,11.0
5000,sent [chat] of [type],thats it baby,SMC-R,SMC,3.0
5000,sent [chat] of [type],lmfaoo,SMC-R,SMC,3.0
5000,sent [chat] of [type],we in ther,SMC-O,SMC,3.0
5000,sent [chat] of [type],Lets get it,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
5000,sent [chat] of [type],Everyone try 560,CP-S,CP,8.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],Whats is your guys goal voltage?,SESU-P,SESU,1.0
5000,sent [chat] of [type],3.78v,SSI-O,SSI,11.0
5000,sent [chat] of [type],1.5,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],whats your resitsance?,SESU-P,SESU,1.0
5000,sent [chat] of [type],mine is 2.17,SSI-O,SSI,11.0
5000,sent [chat] of [type],2.69 here @ 560ohm,SSI-O,SSI,11.0
5000,sent [chat] of [type],Bumping up,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],1kohm @ 4.08v,SSI-O,SSI,11.0
