,Text,Label
50115,so we can rearrange that to R = V/I,SSI-O
50116,so the I we are using doesnt work for subsequent calculations,SSI-O
50117,and then the current ends up being  .0068,SSI-O
50118,current only changes if the total resistance changes,SSI-O
50119,V=I*R,SSI-O
50120,"to find voltage drop over R0, multiply I*100 ohms",SSI-O
50121,"Goal is 4 V, I have 1.05V now",SSI-O
50122,Resistance: 100??,SSI-O
50123,My Goal is 4V,SSI-O
50124,120 ohms,SSI-O
50125,we have 12.6mA,SSI-O
50126,234 + hold alt button,SSI-O
50127,My resistor is set to 120 ??,SSI-O
50128,I have 1.51 V right now,SSI-O
50129,330?? and 4 v,SSI-O
50130,330?? and 4.03V,SSI-O
50131,130?? and 2.2v,SSI-O
50132,i need a 4v,SSI-O
50133,we the currents,SSI-O
50134,my Volts are 3.3V with a 330??,SSI-O
50135,i'm at 470?? and 4.7v,SSI-O
50136,Goal 1.43V,SSI-O
50137,goal: 6,SSI-O
50138,goal is 3.14V,SSI-O
50139,6.71v,SSI-O
50140,mine is connected,SSI-O
50141,mines good,SSI-O
50142,its going through the multimeter,SSI-O
50143,Goal voltage / total current,SSI-O
50144,27.5ma,SSI-O
50145,I need 114?? and i'm using a 120?? resistor,SSI-O
50146,2.49??,SSI-O
50147,I am at 1.16V with a 56?? resistor,SSI-O
50148,Volts... sorry,SSI-O
50149,56 ??,SSI-O
50150,Do not forget the R0 either,SSI-O
50151,1.29V,SSI-O
50152,R0=3.3V,SSI-O
50153,im at 2.76V,SSI-O
50154,now my Volts are 1.22V,SSI-O
50155,150?? & 3.27V,SSI-O
50156,330?? & 6.15,SSI-O
50157,68?? but no Volts are showing,SSI-O
50158,150?? & 1.92V,SSI-O
50159,270234 & 3.08V,SSI-O
50160,68?? @.78V,SSI-O
50161,"we are looking at R0=3.3V, Rhawk= 6.71v, Rseagull= 3.14v, and reagle= 1.43",SSI-O
50162,that put me at 7.06V,SSI-O
50163,120??*0.0275A=3.3V,SSI-O
50164,so R0=1.398V,SSI-O
50165,i need a 270??,SSI-O
50166,i have,SSI-O
50167,then I would get I=.0143,SSI-O
50168,"but resistors are not precise, the best fit solution is probably good enough",SSI-O
50169,Im at 3V,SSI-O
50170,680?? at 7.56v,SSI-O
50171,My target=1.14V,SSI-O
50172,target: 2.91v,SSI-O
50173,I have a resistor of 470?? right now,SSI-O
50174,My target is 1.4V,SSI-O
50175,2.25,SSI-O
50176,9/(680*4),SSI-O
50177,which would be the same as (9/4)/680,SSI-O
50178,I total = 3.3,SSI-O
50179,Im 424.24??,SSI-O
50180,881??,SSI-O
50181,voltage at 3.21v with 820??,SSI-O
50182,my only choices are 390 or 330,SSI-O
50183,330,SSI-O
50184,im at 1.89V,SSI-O
50185,330?? at 1.29V,SSI-O
50186,Im stuck at 3.21v with 820??,SSI-O
50187,one of you will hve to change,SSI-O
50188,1.34V,SSI-O
50189,need 1.14V,SSI-O
50190,390?? & 1.63V. Goal is 1.4V so 424??,SSI-O
50191,i'm at 1.85v,SSI-O
50192,1.28V,SSI-O
50193,1.16V target 1.14,SSI-O
50194,I'm at 1.37V and 270??,SSI-O
50195,197??,SSI-O
50196,which says I should have around 160??,SSI-O
50197,4.9 v,SSI-O
50198,4.5 V,SSI-O
50199,4.02v,SSI-O
50200,330 ohm on 1,SSI-O
50201,390 on 2,SSI-O
50202,im at 4.68V,SSI-O
50203,4.68 V on 1,SSI-O
50204,4.5V on 1,SSI-O
50205,im at 4.5 on 1 now too,SSI-O
50206,same 4.5,SSI-O
50207,150 ohn and 1.73v on 1,SSI-O
50208,330 at 3.30 on 2,SSI-O
50209,220 ohm and 2.18 v on 1,SSI-O
50210,2.32 v req on 1,SSI-O
50211,180 ohms on R3,SSI-O
50212,V=IR,SSI-O
50213,2.53 v and 270 ohm on 1,SSI-O
50214,i need 3.94 im at 4.07 and 470ohms,SSI-O
50215,3.66 at 390 ohm,SSI-O
50216,im at 1.79 @ 180 ohms,SSI-O
50217,2.18 v and 220 ohm on 1,SSI-O
50218,2.34 / 2.32 v on 1,SSI-O
50219,3.86 at 390,SSI-O
50220,my goal is 1.9 goal is 1.78,SSI-O
50221,either one of the adjustments shoot me from 1.51-2.08,SSI-O
50222,now i am,SSI-O
50223,2.43 / 2.32,SSI-O
50224,differential between actual and theoretical,SSI-O
50225,1.9  /  1.98,SSI-O
50226,3.92 at 470,SSI-O
50227,mines from 180-220,SSI-O
50228,220 or 330. 50 v jump,SSI-O
50229,330 ohm on 1 2.61 v,SSI-O
50230,ok im at 3.71 now,SSI-O
50231,9 volts RO 120 voltage goal 1.9,SSI-O
50232,4.10 at 560 ohms,SSI-O
50233,2.41 v and 330 ohm,SSI-O
50234,need 2.32 v,SSI-O
50235,9v @ 220ohm,SSI-O
50236,Red on left black on right. meter shows 1.61 @220ohms,SSI-O
50237,goal 1.9,SSI-O
50238,0.13 on 1,SSI-O
50239,5v,SSI-O
50240,.13 circuit 2 need .75,SSI-O
50241,.15 now,SSI-O
50242,0.17,SSI-O
50243,0.2,SSI-O
50244,0.22,SSI-O
50245,0.11,SSI-O
50246,The box at the bottom E: is set to 10,SSI-O
50247,we can do the calculation easily if we know total resistance,SSI-O
50248,im at .22,SSI-O
50249,then e = 3.3 volts,SSI-O
50250,we are missing the voltage on R0,SSI-O
50251,0.022 A,SSI-O
50252,mines .75 im at 10,SSI-O
50253,we should all have R = 10,SSI-O
50254,.69V at 33 ohm,SSI-O
50255,0.16,SSI-O
50256,0.17,SSI-O
50257,0.08,SSI-O
50258,0.14,SSI-O
50259,0.44,SSI-O
50260,0.05,SSI-O
50261,0.15,SSI-O
50262,0.05,SSI-O
50263,0.08,SSI-O
50264,0.14,SSI-O
50265,at 100 ohm .71,SSI-O
50266,0.2,SSI-O
50267,0.45,SSI-O
50268,"Hi, my goal is 1.75 not sure what else to share",SSI-O
50269,I am,SSI-O
50270,I have c3,SSI-O
50271,"I can't reach 1.75 volts, the 2 resistor values that are the closest end up being above and below 1.75",SSI-O
50272,mine is currently set at 330,SSI-O
50273,270 gives me 1.58,SSI-O
50274,330 gives me 1.93,SSI-O
50275,okay im at 1.57 now at 270 ohms,SSI-O
50276,im at 1.66 at 270 now,SSI-O
50277,at 270,SSI-O
50278,my goal is 1.18 V,SSI-O
50279,mine is 2.17,SSI-O
50280,1.78 v fo rme,SSI-O
50281,I am,SSI-O
50282,I kept my same circit so I am still 3,SSI-O
50283,starting things off looks like my R is 270 and at 2.44 vs,SSI-O
50284,"or was at 244, now 2.52",SSI-O
50285,I need to get 2.17V Im at 2.05 with 220 for R,SSI-O
50286,at 1.15,SSI-O
50287,droped to 220 for r,SSI-O
50288,2.12,SSI-O
50289,1.78 v,SSI-O
50290,My goal is 1.83V,SSI-O
50291,Goal: 10.18 v,SSI-O
50292,"at 820 for r, and the v keeps shifting",SSI-O
50293,ok at 9.17v,SSI-O
50294,Im at 1.68,SSI-O
50295,Im at 1.81,SSI-O
50296,at 9.89,SSI-O
50297,Im at 1.81 need to be at 1.83,SSI-O
50298,Im down to 1.6,SSI-O
50299,at 10.69 need to be at 10.18,SSI-O
50300,at  1.55 need to be 1.83,SSI-O
50301,"at 10.37, needs to be at 10.18",SSI-O
50302,mine is 2.75,SSI-O
50303,10.18,SSI-O
50304,Mines 1.83,SSI-O
50305,so far 14.76 but we also dont know voltage across R0,SSI-O
50306,R0 is 220,SSI-O
50307,Thats the resistance 220 ohms,SSI-O
50308,the R0 is listed in know info,SSI-O
50309,Mine is 180,SSI-O
50310,so my r is 1000,SSI-O
50311,mine is 270 ohms,SSI-O
50312,1670 ohms total,SSI-O
50313,I(1670) = 14.76V + I(220ohms),SSI-O
50314,the total voltage is equal to the total resistance (1670) times current (I),SSI-O
50315,So we solve for I and then take I times Rt (total resistance),SSI-O
50316,v/r=i,SSI-O
50317,someone unplugged a wire im getting 0 volts now,SSI-O
50318,it seems to happen sometimes I noticed that earlier,SSI-O
50319,It's telling me that it isnt,SSI-O
50320,it didnt seem to like it,SSI-O
50321,1670,SSI-O
50322,180,SSI-O
50323,1000,SSI-O
50324,270; and R0 is 220,SSI-O
50325,180+1000+270+220=1670 ohms,SSI-O
50326,my voltage drop is 2.75 V,SSI-O
50327,1.83V,SSI-O
50328,10.18,SSI-O
50329,2.75+1.83+10.18= 14.76 V for know voltage drops,SSI-O
50330,then our total voltage drop would be 14.76 V + voltage drop across R0,SSI-O
50331,Voltage drop across R0 = current (I) x 220 ohms,SSI-O
50332,and it didnt work,SSI-O
50333,it worked for me,SSI-O
50334,my goal is 3.18 V,SSI-O
50335,My goal is 2.6V,SSI-O
50336,my goal is 1.44 V,SSI-O
50337,im at 1.49,SSI-O
50338,I started at 4.83,SSI-O
50339,Im at 1.86,SSI-O
50340,at 180 ohms im at 2.74V,SSI-O
50341,3.02 V; R = 220,SSI-O
50342,"at 2.06, need to be at 1.44, R of currently 150 ohms",SSI-O
50343,180 ohms,SSI-O
50344,220,SSI-O
50345,100ohms,SSI-O
50346,okay so Rt = 180 + 220 + 100 + R0,SSI-O
50347,Mine is 2.5,SSI-O
50348,goal voltage,SSI-O
50349,i have 2.5,SSI-O
50350,goal is 2.5. I assume its the same for all of us,SSI-O
50351,reading 2.71 across r1,SSI-O
50352,i currently have 2.71v,SSI-O
50353,mine is 680,SSI-O
50354,"ro is 680, and r1 is 560",SSI-O
50355,mine is 4.9,SSI-O
50356,0.86,SSI-O
50357,mine is 4.03,SSI-O
50358,at least one person is not connected,SSI-O
50359,ive got a voltage,SSI-O
50360,im reading 3.05v,SSI-O
50361,im at 1.11,SSI-O
50362,ive got r1,SSI-O
50363,"I cant, best i can do is .83, need .86",SSI-O
50364,it will change everytime we change ours,SSI-O
50365,our goal voltage total is 9.79v.,SSI-O
50366,R0 is 42.4 percent of the consumption,SSI-O
50367,that makes mine 8.78%,SSI-O
50368,i am 23.7%,SSI-O
50369,Im 28.8,SSI-O
50370,total,SSI-O
50371,circle is 120 ohm,SSI-O
50372,my goal voltage is 2.91,SSI-O
50373,1.17,SSI-O
50374,"goal is 1.38, reading .73 now",SSI-O
50375,im currently reading 2.3,SSI-O
50376,im reading 1.08,SSI-O
50377,im showing 5.3 amps,SSI-O
50378,now i have no amps,SSI-O
50379,Im reading 4.89 a right now.,SSI-O
50380,"k, im back to 5.33",SSI-O
50381,im at 1.17 and my goal is 1.17,SSI-O
50382,im at 1.43 and goal is 1.38,SSI-O
50383,im at 2.04 with a goal of 2.91,SSI-O
50384,now i read 2.33,SSI-O
50385,3.54,SSI-O
50386,mine is 5.23,SSI-O
50387,820 ohm,SSI-O
50388,i think  amps is .0035,SSI-O
50389,"390, 1.36v",SSI-O
50390,circuit resistance is 2540,SSI-O
50391,8.89v,SSI-O
50392,our current was the same v/r= 0.0035,SSI-O
50393,9v,SSI-O
50394,"Tweet tweet, I need 3.5 volts now. (?ÿƒ?? ?????ÿƒ??)",SSI-O
50395,I also need 3.5 V,SSI-O
50396,"Assuming Eagle needs 3.5V as well, that leaves 3.5V on R0.",SSI-O
50397,"Ok, I need 2.29V now.",SSI-O
50398,I need 2.74V now,SSI-O
50399,Okay so now I need 5.94 V,SSI-O
50400,5.03V left for R0,SSI-O
50401,Got my voltage (?ÿƒ?? ?????ÿƒ??),SSI-O
50402,i got mine to be 180,SSI-O
50403,I need 4.73V,SSI-O
50404,I need 1.01 V,SSI-O
50405,i need 5.74V,SSI-O
50406,ok well mine are in,SSI-O
50407,mine are in,SSI-O
50408,I have current now,SSI-O
50409,Mine's still not showing current,SSI-O
50410,my goal is 2.25 volts,SSI-O
50411,i can only get to 2.29 tho,SSI-O
50412,2.25,SSI-O
50413,mine is showing no voltage now..,SSI-O
50414,"black on right side, red on left side",SSI-O
50415,either side of the resistor,SSI-O
50416,everyone has to have a connected circuit for us to complete it,SSI-O
50417,my goal is 1.27,SSI-O
50418,and now it dropped to 6.90,SSI-O
50419,the little window to change the resistance isn't popping up,SSI-O
50420,so probably 680 is your best bet,SSI-O
50421,680 ohms and I'm at 7.22 volts instead of 7.23,SSI-O
50422,it will settle at your target number,SSI-O
50423,now its at 7.32,SSI-O
50424,and just dropped back to 7.22,SSI-O
50425,i have. tis steady at 7.22,SSI-O
50426,4.99 v,SSI-O
50427,my goal is 4.99v,SSI-O
50428,Goal: 1.27 I'm at 1.28,SSI-O
50429,im at 1.08,SSI-O
50430,my circuit voltage just jumped,SSI-O
50431,680 ohms is too high for me now,SSI-O
50432,mine was at 470 ohms and it was dead on,SSI-O
50433,Baack at 120 Ohms with a 1.28 V,SSI-O
50434,my target is 1.27,SSI-O
50435,7.23,SSI-O
50436,me,SSI-O
50437,R2 (me) should be 950 ohms,SSI-O
50438,and R3 should be 650 ohms or so,SSI-O
50439,"y, my voltage is 5.43 instead of 4.99 now",SSI-O
50440,Goal voltage: 2.5,SSI-O
50441,i need 2.5V,SSI-O
50442,10V and 390ohm,SSI-O
50443,mine is still 1.65,SSI-O
50444,oh rigghhhtt...it changes when everybody changes theirs...forgot about that,SSI-O
50445,the number on the meter,SSI-O
50446,I've got 7.52 mA here also,SSI-O
50447,"I can either get 2.29 or 2.6, I can't get 2.5 currently",SSI-O
50448,its because everybody has to change theres yeag,SSI-O
50449,im getting 6.94 mA,SSI-O
50450,mine just says 0.00 for everything right now.,SSI-O
50451,someone has it disconnected then,SSI-O
50452,I got 6.94mA now,SSI-O
50453,im still at 00,SSI-O
50454,i got 9.52 mA,SSI-O
50455,im good with 7.25 mA,SSI-O
50456,mine still says 0,SSI-O
50457,It will change when our resistances change,SSI-O
50458,so we can measure it to be 2.5 volts out,SSI-O
50459,I'm still measuring 0V,SSI-O
50460,im at 2.39V,SSI-O
50461,mine says 2.39,SSI-O
50462,330,SSI-O
50463,330 ohm,SSI-O
50464,I'm at 330,SSI-O
50465,2.18 V,SSI-O
50466,8.08 volts,SSI-O
50467,now i need 1.21V,SSI-O
50468,E=16 R0=560 ohms,SSI-O
50469,"E= 16,  R0=560",SSI-O
50470,16 V supply and 560 ohm resist,SSI-O
50471,"its 9.52mA rn, but that will change if resistance changes",SSI-O
50472,closest I can get is 1.19V,SSI-O
50473,I'm at 120 ohms,SSI-O
50474,1.3k not an option on mine,SSI-O
50475,now I'm up at 6.8V,SSI-O
50476,everybody should have some range ... some range that gets it near your desired voltage....,SSI-O
50477,Oh i forgot about R0,SSI-O
50478,im ay .99 V,SSI-O
50479,Fulmer showed us how to do this if the Resistances were multiples of each other,SSI-O
50480,but our desired V  values are not multiples of each other,SSI-O
50481,i got 4.53,SSI-O
50482,I got about 150 ohms,SSI-O
50483,i got 270 ohms,SSI-O
50484,My goal is 3.5 V,SSI-O
50485,Goal is 3.5V.,SSI-O
50486,im reading 1.30 ow,SSI-O
50487,mine went up to 5.11 V now,SSI-O
50488,270 ohms,SSI-O
50489,im on 180,SSI-O
50490,180,SSI-O
50491,that put me at 3.65 V,SSI-O
50492,reading 3.45V,SSI-O
50493,mine is on 220 now,SSI-O
50494,Im at 4V with 220Ohms,SSI-O
50495,im there,SSI-O
50496,reading 3.07,SSI-O
50497,4.61,SSI-O
50498,3.76 here,SSI-O
50499,at 3.13 V now,SSI-O
50500,that was so simple holy shit,SSI-O
50501,goal is 0.6 V,SSI-O
50502,my goal is 1.35,SSI-O
50503,1.65V here.,SSI-O
50504,i am,SSI-O
50505,im R1,SSI-O
50506,R2 i guess,SSI-O
50507,Im R2,SSI-O
50508,R3 - like I said.,SSI-O
50509,mine is reading 0V rn,SSI-O
50510,Im at 1.05V,SSI-O
50511,im at 2.67,SSI-O
50512,at 0.62,SSI-O
50513,R2-120 ohms,SSI-O
50514,im at 270 ohm,SSI-O
50515,330,SSI-O
50516,goal is 0.95 V,SSI-O
50517,now my method wont work...lol,SSI-O
50518,my goal is 3.08,SSI-O
50519,Goal is 2.61V,SSI-O
50520,I'm at R3,SSI-O
50521,"i got 12 V, sorry. ill quit",SSI-O
50522,its a 12 V battery bc i do not h ave any voltage now that youre on 12 V,SSI-O
50523,R2 is 120,SSI-O
50524,there,SSI-O
50525,r3 330,SSI-O
50526,"haha, by ratios of R0 and its voltage drop",SSI-O
50527,worked last time,SSI-O
50528,i got 175 hold up,SSI-O
50529,3.08,SSI-O
50530,1.27,SSI-O
50531,need 0.95,SSI-O
50532,1.27 V,SSI-O
50533,that is V/R to get I,SSI-O
50534,my goal is 3.75 volts,SSI-O
50535,my resistance is currently 150,SSI-O
50536,So we have the current through the circuit 0.0375 A,SSI-O
50537,i cant measure anything because one of my probes are hiden,SSI-O
50538,the current is 0.0375 A,SSI-O
50539,the voltage drop is same t the resistance has to be the same,SSI-O
50540,"V = I*R, V=3.75 and I = 0.0375",SSI-O
50541,So all the resistances has to be 100 ohms,SSI-O
50542,5.29 volts for me,SSI-O
50543,Goal: 7.65,SSI-O
50544,3.71 Volts,SSI-O
50545,So I got current through the circuit of 0.01125 A,SSI-O
50546,my goal is 4.91,SSI-O
50547,3.27V,SSI-O
50548,3.93 for me,SSI-O
50549,i got 0.01353 A,SSI-O
50550,My goal is 3.75 v,SSI-O
50551,So my target voltage is 3.75V,SSI-O
50552,So that leaves 3.75 volts for R0,SSI-O
50553,Mine is set,SSI-O
50554,We each control one resistro,SSI-O
50555,I have r3,SSI-O
50556,I'm R2,SSI-O
50557,set,SSI-O
50558,my goal is 6v,SSI-O
50559,Looks like my target is 3.27V,SSI-O
50560,1.82,SSI-O
50561,It should be 4.87,SSI-O
50562,4.87 + 1.86 + 3.76 + 6,SSI-O
50563,16.49,SSI-O
50564,it had a weird sextilionth place digit or something,SSI-O
50565,it's that ugly decimal number,SSI-O
50566,im at 330ohms,SSI-O
50567,0.018185,SSI-O
50568,Thats the current,SSI-O
50569,100,SSI-O
50570,im not at my target either,SSI-O
50571,my goal is 2.02v,SSI-O
50572,1.35,SSI-O
50573,mine is 9.17,SSI-O
50574,330 ohlms,SSI-O
50575,mine reads -1.48,SSI-O
50576,mine is out,SSI-O
50577,Those connect us to the battery,SSI-O
50578,so 17v,SSI-O
50579,If you 'view all circuits' it shows us all connected,SSI-O
50580,Then that leaves 4.46V for R0,SSI-O
50581,So the current is about .013,SSI-O
50582,0.013515152,SSI-O
50583,My resistance looks to be about 680 ohms,SSI-O
50584,im at 149.46,SSI-O
50585,V=IR,SSI-O
50586,mine are,SSI-O
50587,so 1.35=0.1351*R,SSI-O
50588,102.6..,SSI-O
50589,they should be in,SSI-O
50590,the resistor is connected on both sides,SSI-O
50591,Your top two wires look to be disconnected,SSI-O
50592,Those need to be connected,SSI-O
50593,that's important,SSI-O
50594,I have a goal voltage of 2.25V,SSI-O
50595,R2 = 423 ohm,SSI-O
50596,I have 2.25V now,SSI-O
50597,great alright the target voltage is 6.95V for me,SSI-O
50598,1.86V,SSI-O
50599,I am at 6.58 right not,SSI-O
50600,The target voltage is 3.35 V for me.,SSI-O
50601,target is 2.81V,SSI-O
50602,Mine should be 150 ohms and I'm at 1.45V,SSI-O
50603,correct now,SSI-O
50604,target 4.22V,SSI-O
50605,I think im just 180,SSI-O
50606,6.09V,SSI-O
50607,He said to give it a little bit more time>,SSI-O
50608,I can only get it to 2.65 though,SSI-O
50609,or 2.27,SSI-O
50610,hey all my goal is to make my voltage 2.5V,SSI-O
50611,1.72,SSI-O
50612,my goal is 5.31 volts,SSI-O
50613,6.4,SSI-O
50614,13.43 total,SSI-O
50615,.0485 current,SSI-O
50616,but i only have 33,SSI-O
50617,this is when im at 120,SSI-O
50618,im at 270,SSI-O
50619,im at 150,SSI-O
50620,im at 120 now,SSI-O
50621,if you divide 16 by 330 it gives .0485,SSI-O
50622,if i use 0.0086 for the current i get 620 for the resistance,SSI-O
50623,okay so if .0086 is the current,SSI-O
50624,16- (1.72+6.4+5.31),SSI-O
50625,wait lol i got 0.00778 for the current i,SSI-O
50626,im at 680,SSI-O
50627,i got 1.72,SSI-O
50628,im at 820 ohms,SSI-O
50629,9.48,SSI-O
50630,i see 0,SSI-O
50631,3.76,SSI-O
50632,2.09,SSI-O
50633,4.25,SSI-O
50634,I think I'm supposed to have current though,SSI-O
50635,4.25 times 3,SSI-O
50636,because theres no more current to reach you,SSI-O
50637,so it was not connected to the voltmeter,SSI-O
50638,current is meant to be the same for all resistors in series,SSI-O
50639,it says 4.25 now :),SSI-O
50640,thats what out machines say,SSI-O
50641,4*4.25,SSI-O
50642,.0354 is the current,SSI-O
50643,and i got 1.67,SSI-O
50644,if the total voltage is 17,SSI-O
50645,and we have 4 resistors with 120 ohms,SSI-O
50646,i got 1.67/120 is 0.01391 for the current,SSI-O
50647,1.11 volts,SSI-O
50648,2.62,SSI-O
50649,7.38,SSI-O
50650,2.62,SSI-O
50651,1.62,SSI-O
50652,im set to 100 ohms,SSI-O
50653,now it 0,SSI-O
50654,and im at 11 volts with that,SSI-O
50655,i was at 2.62 now at zero,SSI-O
50656,11 now,SSI-O
50657,im down to 0,SSI-O
50658,im connecte dto the green wires right now,SSI-O
50659,im still at zero,SSI-O
50660,2.62,SSI-O
50661,im also still at zero,SSI-O
50662,okay so is the voltage 11,SSI-O
50663,im connected to the resistor,SSI-O
50664,11 was the value when u connected the probes onto the green wire,SSI-O
50665,im 1t 100,SSI-O
50666,ok so r0 = 120 ohms,SSI-O
50667,because 11-(2.62+2.62+2.62) = 3.139,SSI-O
50668,0.09178,SSI-O
50669,i got 80 ohms for the resistane,SSI-O
50670,feels way too low tho,SSI-O
50671,thats 11/120,SSI-O
50672,im at 18,SSI-O
50673,Alright i've got 4 volts,SSI-O
50674,ok so R0 has a voltage drop of 4 as well,SSI-O
50675,mines at 4.19,SSI-O
50676,volts,SSI-O
50677,alright i'm reading 4,SSI-O
50678,now ive got 4,SSI-O
50679,220 for me,SSI-O
50680,I need 2.03V,SSI-O
50681,I need 2.9 V,SSI-O
50682,i need 3.45,SSI-O
50683,ok so voltage drop across R0 is about 0.63 then,SSI-O
50684,well V=IR,SSI-O
50685,so then V/R=I,SSI-O
50686,so that leaves 0.62 for v1,SSI-O
50687,so 0.62/100 = Current,SSI-O
50688,so 6.2 milliamps,SSI-O
50689,alright i think i need 327 ohm,SSI-O
50690,im at 560 about,SSI-O
50691,i need 4.44,SSI-O
50692,I need my voltage to be 5.35 V,SSI-O
50693,mine is 2.5,SSI-O
50694,E is voltage,SSI-O
50695,E is voltage drop across the entire circuit,SSI-O
50696,i'm still reading 0 for current,SSI-O
50697,"oh, pot, your circuit is broken",SSI-O
50698,and we know the resistance,SSI-O
50699,so our total resistance is 180,SSI-O
50700,V/R=I,SSI-O
50701,0.78/10=I,SSI-O
50702,okay now i have a reading,SSI-O
50703,its 77.8 miliamps,SSI-O
50704,now my reading is gone,SSI-O
50705,4.44=(0.078)(R),SSI-O
50706,So E = IR = (0.078)(180),SSI-O
50707,i need 56 ohm,SSI-O
50708,E = 14.004 V,SSI-O
50709,so resistor 2 is too high,SSI-O
50710,now im at 2.5,SSI-O
50711,2.5,SSI-O
50712,Right now I'm at 150 ohms,SSI-O
50713,5.35 V,SSI-O
50714,"pot: 70 ohm, skillet: 32 ohm",SSI-O
50715,i need 2.5,SSI-O
50716,I'm at 68 ohms,SSI-O
50717,"mine's 2.55, but i need 4.44",SSI-O
50718,ok voltage drop across R0 is 1.71V,SSI-O
50719,okay so e is 14 minus 4.44 minus 2.5 minus 5.35 divided by r0 gives us current,SSI-O
50720,that value is 0.0114,SSI-O
50721,ok i'm at 390,SSI-O
50722,i need 0.69,SSI-O
50723,I need 4.6 V,SSI-O
50724,3.13,SSI-O
50725,current for me is 11.58,SSI-O
50726,resistor at 180,SSI-O
50727,"The problem is that we don't know R0, so we can't find the total resistance",SSI-O
50728,(R0+30)(18.97)=V,SSI-O
50729,lol i think it's 11 volts,SSI-O
50730,thus the voltage is 11v,SSI-O
50731,0.69,SSI-O
50732,voltage drop of 2.58 over R0,SSI-O
50733,3.13,SSI-O
50734,4.6,SSI-O
50735,mine is 0.14,SSI-O
50736,0.19,SSI-O
50737,0.14 too,SSI-O
50738,.01897(r0)=11-(0.19*3),SSI-O
50739,i have 0.19,SSI-O
50740,R0 is 550 ohm,SSI-O
50741,2.58/550 is the current when ours are at the proper values,SSI-O
50742,so 11/550,SSI-O
50743,or 2.58/550,SSI-O
50744,.0046 amp,SSI-O
50745,i need 150 ohm,SSI-O
50746,i need 680,SSI-O
50747,so 1k,SSI-O
50748,i said 550,SSI-O
50749,its your specific voltage drop divided by the current,SSI-O
50750,11v,SSI-O
50751,I need to enter my unknown values still,SSI-O
50752,hi i'm hamster and my voltage should be 3.25v,SSI-O
50753,mine just changed tho,SSI-O
50754,no it got farther from it,SSI-O
50755,I was at like 3.1 before,SSI-O
50756,idk if im reading it wrong w my probes and multimeter but i'm not getting any current at all or voltage on the display,SSI-O
50757,it says 0,SSI-O
50758,im not getting a reading so im not sure,SSI-O
50759,it says my current is 11.21 mA,SSI-O
50760,now 13.61,SSI-O
50761,im at 3.32,SSI-O
50762,2.88,SSI-O
50763,mine is at 270 rn,SSI-O
50764,it's not reading anything,SSI-O
50765,i have my leads on opp ends of the resistor but it still says 0,SSI-O
50766,mine says 2.01,SSI-O
50767,im at 3.23 rn,SSI-O
50768,3.01 now,SSI-O
50769,470 and 3.01,SSI-O
50770,hm 560 and 3.43 now,SSI-O
50771,im at 560 and 3.29,SSI-O
50772,3.29 now,SSI-O
50773,2.91 now,SSI-O
50774,3.23 now,SSI-O
50775,3.09,SSI-O
50776,3.09,SSI-O
50777,820 now,SSI-O
50778,3.09,SSI-O
50779,now mine says 3.82,SSI-O
50780,its 820,SSI-O
50781,820 is right,SSI-O
50782,820 again,SSI-O
50783,okay 2.12 this time,SSI-O
50784,i have 1.48,SSI-O
50785,im r1,SSI-O
50786,0.83,SSI-O
50787,in r2,SSI-O
50788,who is r1,SSI-O
50789,Im r3,SSI-O
50790,i have 2.27 rn,SSI-O
50791,im at 1.48,SSI-O
50792,now 1.58,SSI-O
50793,1.34,SSI-O
50794,im at .4,SSI-O
50795,2.28,SSI-O
50796,2.19,SSI-O
50797,2.12,SSI-O
50798,1.48,SSI-O
50799,0.86,SSI-O
50800,5.13 V,SSI-O
50801,3.02,SSI-O
50802,e unknown,SSI-O
50803,1.37,SSI-O
50804,5.43 now,SSI-O
50805,4.53 now,SSI-O
50806,2.92,SSI-O
50807,5.71,SSI-O
50808,3.2,SSI-O
50809,2.88,SSI-O
50810,1.41 v,SSI-O
50811,6.12,SSI-O
50812,5.53,SSI-O
50813,now 1.54,SSI-O
50814,3.17,SSI-O
50815,3,SSI-O
50816,now 2.82,SSI-O
50817,5.93,SSI-O
50818,1.48,SSI-O
50819,5.37,SSI-O
50820,1.3,SSI-O
50821,3.08 rn,SSI-O
50822,5.37 should be 5.13,SSI-O
50823,1.17,SSI-O
50824,1.42,SSI-O
50825,2.96,SSI-O
50826,560 and 5.01,SSI-O
50827,that made mine go up,SSI-O
50828,i need 3.02,SSI-O
50829,i need 5.13,SSI-O
50830,1.48,SSI-O
50831,1.61,SSI-O
50832,i need 1.37,SSI-O
50833,330,SSI-O
50834,560,SSI-O
50835,mine is 150,SSI-O
50836,I got 10.34,SSI-O
50837,Im getting like 13.5 for E,SSI-O
50838,13.54,SSI-O
50839,im getting 12.24,SSI-O
50840,im getting like 10.34,SSI-O
50841,8.96 for me,SSI-O
50842,my goal is 1.5 volts,SSI-O
50843,im at 150 now,SSI-O
50844,my goal is 9.2,SSI-O
50845,my goal is 1.38,SSI-O
50846,my goal is 4.32,SSI-O
50847,im stuck at 9.3,SSI-O
50848,im at 9.4 rn,SSI-O
50849,I was at 1.38 but it dropped to 1.32,SSI-O
50850,im at 150 ohms,SSI-O
50851,im at 390 rn,SSI-O
50852,okay im at 820 and it was just at 9.3 but then it went down to 8.8 im confused,SSI-O
50853,okay im at 9.2,SSI-O
50854,my goal is 8.28,SSI-O
